index,ID,NAME,RATING,PHONENUMBER,NO_OF_REVIEWS,ADDRESS,source,entity_id
5184,1445980005185,The Green Owl ,4.0,(608) 285-5290,162,"1970 Atwood Ave, Madison, WI 53704",1,105
2731,1450000002731,The Little Owl ,3.8,(212) 741-4695,511,"90 Bedford Street, New York, NY",0,106
5238,1445980005239,The Little Owl ,4.0,(212) 741-4695,978,"90 Bedford St, New York, NY 10014",1,106
2738,1450000002738,The Old Fashioned ,4.3,(608) 310-4545,1602,"23 N Pinckney St, Madison, WI",0,107
5273,1445980005274,The Old Fashioned ,4.0,(608) 310-4545,951,"23 N Pinckney St, Madison, WI 53703",1,107
2745,1450000002745,The Publican ,4.1,(312) 733-9555,840,"837 W. Fulton Market, Chicago, IL",0,108
5305,1445980005306,The Publican ,4.0,(312) 733-9555,2207,"837 W Fulton Market, Chicago, IL 60607",1,108
2758,1450000002758,The Taco Shop ,3.3,(608) 250-8226,37,"604 University Ave, Madison, WI",0,109
5357,1445980005358,The Taco Bros ,4.0,(608) 422-5075,25,"604 E University Ave, Madison, WI 53715",1,109
2776,1450000002776,Tinga ,4.6,(323) 954-9566,58,"142 S La Brea, Los Angeles, CA",0,110
5411,1445980005412,Tinga ,4.0,(323) 954-9566,460,"142 S La Brea Ave, Los Angeles, CA 90036",1,110
2786,1450000002786,Tokyo Express ,,(608) 280-8338,0,"617 State St, Madison, WI",0,111
5433,1445980005434,Tokyo Express ,,(608) 280-8338,0,"617 State St, Madison, WI 53703",1,111
2830,1450000002830,Tuba ,3.6,(415) 826-8822,50,"1007 Guerrero Street, San Francisco, CA",0,112
5499,1445980005500,Tuba ,4.0,(415) 826-8822,533,"1007 Guerrero St, San Francisco, CA 94110",1,112
5500,1445980005501,Tuba ,4.0,(415) 826-8822,532,"1007 Guerrero St, San Francisco, CA 94110",1,112
2878,1450000002878,Villa Dolce ,3.9,(608) 833-0033,205,"1828 Parmenter St, Middleton, WI",0,113
5634,1445980005635,Villa Dolce ,3.5,(608) 833-0033,52,"1828 Parmenter St, Middleton, WI 53562",1,113
2888,1450000002888,Vinoteque on Melrose ,4.0,(310) 860-6060,95,"7469 Melrose Ave, Los Angeles, CA",0,114
5649,1445980005650,Vinoteque On Melrose ,4.0,(310) 860-6060,501,"7469 Melrose Ave, Los Angeles, CA 90046",1,114
2905,1450000002905,Waypoint Public House ,,(608) 222-3900,0,"320 W Broadway, Madison, WI",0,115
5698,1445980005699,Waypoint Public House ,4.0,(608) 222-0224,40,"320 W Broadway, Monona, WI 53716",1,115
2933,1450000002933,Wildberry Pancakes & Cafe ,3.9,(312) 938-9777,237,"130 E. Randolph Street, Chicago, IL",0,116
5752,1445980005753,Wildberry Pancakes and Cafe ,4.5,(312) 938-9777,1633,"130 E Randolph St, Chicago, IL 60601",1,116
2947,1450000002947,Winton Deli ,2.8,(510) 786-2444,4,"2042 W Winton Avenue, Hayward, CA",0,117
5774,1445980005775,Winton Deli Cafe ,3.5,(510) 786-2444,23,"2042 W Winton Ave, Hayward, CA 94545",1,117
2989,1450000002989,Yu Chun Chic Naeng Myun ,3.4,(213) 382-3815,16,"3185 W Olympic Blvd, Los Angeles, CA",0,118
5839,1445980005840,Yu Chun Chic Naeng Myun ,4.0,(213) 382-3815,677,"3185 W Olympic Blvd, Los Angeles, CA 90006",1,118
3012,1450000003012,Zuzu Cafe ,3.9,(608) 260-9898,60,"1336 Drake St, Madison, WI",0,119
5880,1445980005881,ZuZu Cafe & Market ,3.5,(608) 260-9898,39,"1336 Drake St, Madison, WI 53715",1,119
878,1450000000878,El Taco Loco #2 ,3.0,(415) 282-7018,6,"3274 24th Street, San Francisco, CA",0,120
1673,1450000001673,Mariscos Jalisco ,3.4,(323) 528-6701,27,"3040 E Olympic Blvd, Los Angeles, CA",0,121
2094,1450000002094,Pisco Latin Lounge ,3.3,(415) 874-9951,31,"1817 Market Street, San Francisco, CA",0,122
1981,1450000001981,Pancake Cafe ,3.2,(608) 204-7040,176,"6220 Nesbitt Rd Ste B, Fitchburg, WI",0,123
1812,1450000001812,Mullen's on Clark ,2.9,(773) 325-2319,15,"3527 N. Clark Street, Chicago, IL",0,124
39,1450000000039,ABC Seafood ,3.5,(213) 680-2887,91,"205 Ord St, Los Angeles, CA",0,125
2167,1450000002167,Prune ,3.8,(212) 677-6221,392,"54 E 1st Street, New York, NY",0,126
2412,1450000002412,Slide Food Cart ,2.9,(608) 630-4824,4,"711 State St, Madison, WI",0,127
2281,1450000002281,Rosamunde Sausage Grill ,4.0,(415) 437-6851,232,"545 Haight Street, San Francisco, CA",0,128
1881,1450000001881,North Beach Pizza ,3.6,(415) 433-2444,140,"1462 Grant Avenue, San Francisco, CA",0,129
2736,1450000002736,The Nitty Gritty ,3.5,(608) 251-2521,145,"223 N Frances St, Madison, WI",0,130
2770,1450000002770,Three Dots and a Dash ,3.5,(312) 610-4200,42,"435 N. Clark Street, Chicago, IL",0,131
1346,1450000001346,Jimmy's Red Hots ,4.1,(773) 384-9513,82,"4000 W. Grand Avenue, Chicago, IL",0,132
264,1450000000264,Bel Ami Restaurant ,3.2,(773) 878-2808,20,"5530 N. Lincoln Avenue, Chicago, IL",0,133
1231,1450000001231,Hot Woks Cool Sushi ,3.6,(312) 345-1234,269,"30 S. Michigan Avenue, Chicago, IL",0,134
18,1450000000018,456 Shanghai Cuisine ,3.9,1261,83,"69 Mott Street, New York, NY",0,135
1087,1450000001087,Golden Apple Grill & Breakfast House ,3.3,(773) 528-1413,52,"2971 N. Lincoln Avenue, Chicago, IL",0,136
2794,1450000002794,Tommy's Mexican ,3.5,(415) 387-4747,125,"5929 Geary Boulevard, San Francisco, CA",0,137
1167,1450000001167,Han 202 ,4.1,(312) 949-1314,97,"605 W. 31st Street, Chicago, IL",0,138
2962,1450000002962,Woodhouse Fish Company ,3.5,(415) 437-2722,154,"2073 Market Street, San Francisco, CA",0,139
1300,1450000001300,Jack��s Stir,,(212) 647-0900,0,"425 W 13th St, New York, NY",0,140
1181,1450000001181,Harold's Chicken Shack ,4.2,(773) 252-2424,58,"1361 N. Milwaukee Avenue, Chicago, IL",0,141
1267,1450000001267,Immaculee II Haitian Restaurant & Bakery ,,(718) 778-7188,0,"1227 Nostrand Ave, Brooklyn, NY",0,142
623,1450000000623,Coffee Bean & Tea Leaf ,,(310) 557-8435,0,"10250 Santa Monica Blvd, Los Angeles, CA",0,143
1877,1450000001877,Nori ,2.8,(773) 292-9992,7,"1393 N. Milwaukee Avenue, Chicago, IL",0,144
1156,1450000001156,H. Salt Esquire Fish & Chips ,2.7,(323) 667-2653,7,"4732 Hollywood Blvd, Los Angeles, CA",0,145
1497,1450000001497,Lahore Karahi ,3.8,(415) 567-8603,82,"612 O'Farrell Street, San Francisco, CA",0,146
383,1450000000383,BRGRBELLY ,3.1,(773) 775-6650,8,"5691 N. Milwaukee Avenue, Chicago, IL",0,147
2192,1450000002192,Quickly ,2.9,(415) 665-3090,11,"2116 Irving Street, San Francisco, CA",0,148
161,1450000000161,Atomic Wings ,3.6,(212) 760-9090,53,"528 9th Avenue, New York, NY, NY",0,149
107,1450000000107,Ann Sather ,3.8,(773) 348-2378,385,"909 W. Belmont Avenue, Chicago, IL",0,150
388,1450000000388,Brink Lounge ,2.6,(608) 661-8599,10,"701 E Washington Ave, Madison, WI",0,151
1949,1450000001949,Otto's Tacos ,3.0,(646) 678-4018,16,"141 2nd Avenue, New York, NY",0,152
1455,1450000001455,L's Caffe ,3.1,(415) 206-0274,16,"2871 24th Street, San Francisco, CA",0,153
2099,1450000002099,Pizza Capri ,3.4,(312) 280-5700,48,"1733 N. Halsted Street, Chicago, IL",0,154
2273,1450000002273,Roka Akor ,3.8,(312) 477-7652,87,"456 N. Clark Street, Chicago, IL",0,155
2693,1450000002693,The Counter ,3.5,(213) 228-7800,32,"725 W 7th St, Los Angeles, CA",0,156
2742,1450000002742,The Pastry Cupboard ,2.7,(415) 864-2755,8,"1596 Market Street, San Francisco, CA",0,157
2540,1450000002540,Sushi Komasa ,4.0,(213) 680-1792,297,"351 E 2nd St, Los Angeles, CA",0,158
187,1450000000187,Baby Blues BBQ ,3.5,(415) 896-4250,80,"3149 Mission Street, San Francisco, CA",0,159
2797,1450000002797,Tony Maroni's Famous Gourmet ,3.3,(310) 966-5050,18,"11645 Wilshire Blvd, Los Angeles, CA",0,160
1224,1450000001224,Hopwater Distribution ,,12347,0,"850 Bush Street, San Francisco, CA",0,161
582,1450000000582,Chocolate Shoppe Ice Cream ,3.8,(608) 255-5454,78,"468 State St, Madison, WI",0,162
921,1450000000921,Ethiopian Diamond ,3.7,(773) 338-6100,283,"6120 N. Broadway Street, Chicago, IL",0,163
628,1450000000628,Colibri Mexican Bistro ,3.6,(415) 440-2737,331,"438 Geary Street, San Francisco, CA",0,164
2991,1450000002991,Yum Yum Bangkok ,3.9,(212) 262-7244,219,"650 9th Avenue, New York, NY",0,165
1630,1450000001630,Mad City Frites ,2.8,(608) 204-6150,9,"320 State St, Madison, WI",0,166
785,1450000000785,Dotty Dumpling's Dowry ,4.0,(608) 259-0000,728,"317 N Frances St, Madison, WI",0,167
1832,1450000001832,Natsumi Bar And Lounge ,4.0,(212) 258-2988,177,"226 W 50th Street, New York, NY",0,168
405,1450000000405,Buckingham's Madison ,3.1,(608) 251-4744,9,"802 Regent St, Madison, WI",0,169
2859,1450000002859,Vee Vee's ,3.3,(773) 465-2424,21,"6232 N. Broadway Street, Chicago, IL",0,170
2901,1450000002901,Wasabi Japanese Restaurant ,3.7,(608) 255-5020,240,"449 State St Ste 2G, Madison, WI",0,171
2264,1450000002264,Roam Artisan Burgers ,4.2,(415) 440-7626,121,"1785 Union Street, San Francisco, CA",0,172
2825,1450000002825,True Coffee Roasters ,3.1,(608) 277-1455,33,"6250 Nesbitt Rd, Fitchburg, WI",0,173
71,1450000000071,Allende Restaurant ,3.6,(773) 477-7114,90,"2408 N. Lincoln Avenue, Chicago, IL",0,174
1678,1450000001678,Marnee Thai ,3.8,(415) 665-9500,219,"2225 Irving Street, San Francisco, CA",0,175
1959,1450000001959,Paciugo ,3.7,(773) 248-8433,36,"3241 N. Broadway Street, Chicago, IL",0,176
2186,1450000002186,Quaker Steak & Lube ,3.5,(608) 831-5823,208,"2259 Deming Way, Middleton, WI",0,177
1938,1450000001938,Oriental Garden ,3.6,(212) 619-0085,115,"14 Elizabeth Street, New York, NY",0,178
2253,1450000002253,Rin's ,4.0,(415) 821-4776,86,"4301 24th Street, San Francisco, CA",0,179
1125,1450000001125,Great India ,3.2,(415) 751-4433,20,"6127 Geary Boulevard, San Francisco, CA",0,180
2679,1450000002679,The Briks ,,(213) 746-7766,0,"1111 S Hope St, Los Angeles, CA",0,181
1851,1450000001851,New Orient House ,3.4,(608) 250-8880,38,"626 S. Park St, Madison, WI",0,182
232,1450000000232,Barriques Coffee ,4.0,(608) 268-6264,122,"127 W Washington Ave, Madison, WI",0,183
2730,1450000002730,The Little Door ,3.6,(323) 951-1210,160,"8164 W 3rd St, Los Angeles, CA",0,184
1428,1450000001428,Kit Kat Lounge and Supper Club ,3.6,(773) 525-1111,77,"3700 N. Halsted Street, Chicago, IL",0,185
1806,1450000001806,Mr. Pizza ,3.0,(213) 625-0077,13,"350 E 1st St, Los Angeles, CA",0,186
1822,1450000001822,Nana ,3.8,(312) 929-2486,184,"3267 S. Halsted Street, Chicago, IL",0,187
2466,1450000002466,St. Vincent ,3.3,(415) 285-1200,19,"1270 Valencia Street, San Francisco, CA",0,188
248,1450000000248,BBQ Chicken ,3.2,(213) 739-1047,17,"698 S Vermont Ave # 101, Los Angeles, CA",0,189
632,1450000000632,Commissary ,3.0,(415) 561-3663,9,"101 Montgomery Street, San Francisco, CA",0,190
2402,1450000002402,Silly Yak Bakery ,3.4,(608) 833-5965,26,"7866 Mineral Point Road, Madison, WI",0,191
2651,1450000002651,Tehuitzingo ,4.4,(212) 397-5956,96,"695 10th Avenue, New York, NY",0,192
876,1450000000876,El Salsabor Restaurant ,,(323) 266-1400,0,"522 S Lorena St, Los Angeles, CA",0,193
870,1450000000870,El Pollo Loco ,2.0,(323) 665-1333,23,"3925 W Sunset Blvd, Los Angeles, CA",0,194
2765,1450000002765,The Victory Madison ,3.4,(608) 240-0366,22,"2710 Atwood Ave, Madison, WI",0,195
2697,1450000002697,The Cricketers Arms ,,(212) 619-5550,0,"57 Murray Street, New York, NY",0,196
392,1450000000392,Brocach Irish Pub ,3.6,(608) 255-2015,208,"7 W Main St, Madison, WI",0,197
2703,1450000002703,The Edison ,3.7,(213) 613-0000,385,"108 W 2nd St, Los Angeles, CA",0,198
1198,1450000001198,Hero Shop ,,(213) 265-7561,0,"130 E 6th St, Los Angeles, CA",0,199
1693,1450000001693,Mazza Luna ,,(415) 829-2730,0,"810 S Van Ness Street, San Francisco, CA",0,200
2548,1450000002548,Suwanasak Thai Cuisine ,3.7,(608) 270-4440,53,"811 S. Gammon Rd., Madison, WI",0,201
1214,1450000001214,Honey B ,,(415) 221-1668,0,"2201 Clement Street, San Francisco, CA",0,202
512,1450000000512,Cassell's Hamburgers ,3.8,(213) 387-5502,53,"3600 W 6th St, Los Angeles, CA",0,203
57,1450000000057,Al's Place ,2.8,(415) 416-6136,6,"1499 Valencia Street, San Francisco, CA",0,204
1023,1450000001023,Frida Tacos ,3.2,(323) 549-4666,12,"7217 Melrose, Los Angeles, CA",0,205
335,1450000000335,Blu Jam Cafe ,4.2,(323) 951-9191,128,"7371 Melrose Ave, Los Angeles, CA",0,206
2275,1450000002275,Rolling Pin Bake Shop ,3.6,(608) 270-9611,69,"2935 S Fish Hatchery Rd, Fitchburg, WI",0,207
2904,1450000002904,Watertower Chop House ,3.1,(608) 318-1857,21,"109 W Main St, Sun Prairie, WI",0,208
1889,1450000001889,Novela ,2.7,(415) 896-6500,5,"662 Mission Street, San Francisco, CA",0,209
822,1450000000822,Durty Nelly's ,3.3,(415) 664-2555,26,"2328 Irving Street, San Francisco, CA",0,210
496,1450000000496,Carmine's ,3.8,(212) 221-3800,1985,"200 W 44th Street, New York, NY",0,211
1494,1450000001494,Lady M Cake Boutique ,3.7,(212) 452-2222,117,"41 E 78th St, New York, NY",0,212
1178,1450000001178,Harold's Chicken Shack ,3.5,(608) 819-8010,38,"707 S. Gammon Rd, Madison, WI",0,213
2812,1450000002812,Tous Les Jours ,2.8,(212) 967-9661,6,"31 West 32nd Street, New York, NY",0,214
1108,1450000001108,Gordo Taqueria ,3.3,(415) 668-8226,63,"5450 Geary Boulevard, San Francisco, CA",0,215
680,1450000000680,Curd Girl ,3.0,(608) 555-5555,6,"100 State St, Madison, WI",0,216
1110,1450000001110,Gotham New York Bagels & Eats ,3.7,(608) 467-7642,120,"112 E Mifflin St, Madison, WI",0,217
29,1450000000029,9th Street Pizza ,,(213) 627-7798,0,"231 E 9th St, Los Angeles, CA",0,218
1513,1450000001513,Las Fuentes ,3.4,(773) 935-2004,50,"2558 N. Halsted Street, Chicago, IL",0,219
620,1450000000620,Cocohodo Wilshire ,,(213) 382-8943,0,"3500 W 6th St, Los Angeles, CA",0,220
2486,1450000002486,State Street Brats ,3.4,(608) 255-5544,152,"603 State St, Madison, WI",0,221
222,1450000000222,Bar Pastoral ,3.8,(773) 472-4781,73,"2947 N. Broadway Street, Chicago, IL",0,222
946,1450000000946,Fast Wok ,,(608) 833-6738,0,"106 W Towne Mall, Madison, WI",0,223
2873,1450000002873,Vibe ,,(213) 268-9948,0,"721 S Western Ave, Los Angeles, CA",0,224
1719,1450000001719,Mediterranean Cafe ,3.9,(608) 251-8510,127,"625 State St, Madison, WI",0,225
1682,1450000001682,Masa of Echo Park ,4.1,(213) 989-1558,336,"1800 W Sunset Blvd, Los Angeles, CA",0,226
250,1450000000250,Bean & Bean ,,(212) 422-8083,0,"71 Broadway, New York, NY",0,227
137,1450000000137,Aroma Bar and Grill ,3.1,(323) 850-8120,7,"7373 W Sunset Blvd, Los Angeles, CA",0,228
977,1450000000977,Five Guys Burgers and Fries ,3.6,(608) 255-2520,167,"517 State St., Madison, WI",0,229
440,1450000000440,Cafe Costa Rica ,3.7,(608) 256-9830,118,"1133 Williamson St, Madison, WI",0,230
2465,1450000002465,St. Mary's Pub ,,(415) 529-1325,0,"3845 Mission Street, San Francisco, CA",0,231
459,1450000000459,Cafe Zoma ,2.9,(608) 246-2009,13,"2326 Atwood Ave, Madison, WI",0,232
533,1450000000533,Cheba Hut ,3.3,(608) 819-8485,34,"453 W Gilman St, Madison, WI",0,233
2882,1450000002882,Village Pizzeria ,3.8,(323) 465-5566,157,"131 N Larchmont Blvd, Los Angeles, CA",0,234
2535,1450000002535,Sushi Boat ,3.3,(415) 781-5111,71,"389 Geary Street, San Francisco, CA",0,235
2266,1450000002266,Roast Public House ,3.5,(608) 260-0088,46,"529 State St, Madison, WI",0,236
1940,1450000001940,Oriental Wok ,3.1,(608) 255-1288,13,"532 S Park St, Madison, WI",0,237
836,1450000000836,EDO Japanese Restaurant ,3.6,(608) 268-0247,142,"532 S Park St, Madison, WI",0,238
1746,1450000001746,Mickey's Tavern ,3.9,(608) 251-9964,118,"1524 Williamson St, Madison, WI",0,239
2584,1450000002584,Taco in a Bag ,2.6,(773) 954-2114,6,"4703 N. Lincoln Avenue, Chicago, IL",0,240
21,1450000000021,5A5 Steak Lounge ,3.7,(415) 989-2539,95,"244 Jackson Street, San Francisco, CA",0,241
2531,1450000002531,Supply House ,,(646) 861-3585,0,"1647 2nd Avenue, New York, NY",0,242
1148,1450000001148,Gumbo Pot ,3.5,(323) 933-0358,57,"6333 W 3rd St, Los Angeles, CA",0,243
1833,1450000001833,Nature's Bakery Cooperative ,3.0,(608) 257-3649,6,"1019 Williamson St, Madison, WI",0,244
2193,1450000002193,Quivey's Grove ,3.6,(608) 273-4900,265,"6261 Nesbitt Rd, Fitchburg, WI",0,245
2538,1450000002538,Sushi Express ,2.8,(608) 467-9688,5,"610 University Ave, Madison, WI",0,246
2432,1450000002432,Son of a Gun Restaurant ,4.1,(323) 782-9033,199,"8370 W 3rd St, Los Angeles, CA",0,247
1847,1450000001847,New Fortune Dim Sum And Cafe ,3.1,(415) 399-1511,15,"811 Stockton Street, San Francisco, CA",0,248
1320,1450000001320,JD's ,3.3,(608) 444-1590,25,"N Broom St & State St, Madison, WI",0,249
1969,1450000001969,Palermo Ristorante Italiano ,3.7,(323) 663-1178,178,"1858 N Vermont Ave, Los Angeles, CA",0,250
2204,1450000002204,Ramen Hayatemaru ,,(310) 212-0055,0,"11678 W Olympic Blvd, Los Angeles, CA",0,251
1659,1450000001659,Manos Nouveau ,,(415) 638-6109,0,"3115 22nd Street, San Francisco, CA",0,252
346,1450000000346,Blue Velvet Lounge ,3.2,(608) 250-9900,26,"430 W Gilman St, Madison, WI",0,253
2258,1450000002258,Rising Sons ,3.7,(608) 661-4334,74,"617 State St, Madison, WI",0,254
841,1450000000841,Einstein Bros Bagels ,3.0,(608) 242-9889,26,"3904 E Washington Ave, Madison, WI",0,255
2735,1450000002735,The Meatball Shop ,3.3,(212) 257-6121,17,"1462 2nd Avenue, New York, NY",0,256
1657,1450000001657,Manna Korean Restaurant ,3.9,(415) 665-5969,39,"845 Irving Street, San Francisco, CA",0,257
1490,1450000001490,La Salsa Fresh Mexican Grill ,2.8,(310) 234-8338,10,"10800 W Pico Blvd, Los Angeles, CA",0,258
1652,1450000001652,Mamoun's Falafel ,4.0,(212) 674-8685,548,"119 MacDougal Street, New York, NY",0,259
2333,1450000002333,Samba Grill Cafe ,,(213) 749-0260,0,"735 E 12th St, Los Angeles, CA",0,260
1784,1450000001784,Mom's Old Recipe ,3.3,(773) 467-1009,31,"5760 N. Milwaukee Avenue, Chicago, IL",0,261
244,1450000000244,Batter & Berries ,3.7,(773) 248-7710,140,"2748 N. Lincoln Avenue, Chicago, IL",0,262
2944,1450000002944,Wings Over Madison ,3.6,(608) 467-3300,42,"2739 University Ave, Madison, WI",0,263
2936,1450000002936,Willalby's Cafe ,3.6,(608) 259-9032,53,"1351 Williamson St, Madison, WI",0,264
598,1450000000598,Chutney ,3.5,(415) 931-5541,60,"511 Jones Street, San Francisco, CA",0,265
105,1450000000105,Anima Pizza & Pasta ,3.1,(213) 738-0799,7,"698 S Vermont Ave, Los Angeles, CA",0,266
2908,1450000002908,Weary Traveler Freehouse ,4.3,(608) 442-6207,644,"1201 Williamson St, Madison, WI",0,267
863,1450000000863,El Norteno Tacos ,3.0,(415) 756-1220,11,"801 Bryant Street, San Francisco, CA",0,268
2705,1450000002705,The Escondite ,3.2,(213) 626-1800,17,"410 Boyd St, Los Angeles, CA",0,269
2846,1450000002846,Umami Food Cart ,3.0,(608) 819-6319,4,"700 State St, Madison, WI",0,270
2305,1450000002305,Ruth's Chris Steak House ,3.4,(608) 828-7884,111,"2137 Deming Way, Middleton, WI",0,271
1371,1450000001371,Jordan's Big Ten Pub ,3.7,(608) 251-6375,94,"1330 Regent St, Madison, WI",0,272
1202,1450000001202,Hill and Bay ,3.3,(212) 245-5554,23,"581 2nd Avenue, New York, NY",0,273
1411,1450000001411,Khan Toke Thai House ,3.7,(415) 668-6654,109,"5937 Geary Boulevard, San Francisco, CA",0,274
2872,1450000002872,Via Lima ,,(773) 348-4900,0,"4024 N. Lincoln Avenue, Chicago, IL",0,275
737,1450000000737,Desi Deli ,3.0,(212) 399-9007,8,"724 10th Avenue, New York, NY",0,276
2499,1450000002499,Stout Restaurant & Bar ,3.5,(212) 629-6191,159,"133 W 33rd Street, New York, NY",0,277
361,1450000000361,Bom Bolla ,3.1,(773) 698-6601,5,"1501 N. Milwaukee Avenue, Chicago, IL",0,278
2307,1450000002307,Sa Bai Thong ,3.6,(608) 238-3100,287,"2840 University Ave, Madison, WI",0,279
2375,1450000002375,Semiramis ,3.8,(773) 279-8900,158,"4639 N. Kedzie Avenue, Chicago, IL",0,280
153,1450000000153,Athens Gyros ,,(608) 246-7733,0,"1860 E Washington Ave, Madison, WI",0,281
853,1450000000853,El Cid ,3.7,(773) 395-0505,177,"2645 N. Kedzie Avenue, Chicago, IL",0,282
2184,1450000002184,Qdoba Mexican Grill ,3.4,(608) 280-8720,48,"548 State St, Madison, WI",0,283
2649,1450000002649,Teddywedgers ,3.7,(608) 230-5360,45,"101 State St, Madison, WI",0,284
874,1450000000874,El Rinconcito Cubano ,3.4,(773) 489-4440,34,"3248 W. Fullerton Avenue, Chicago, IL",0,285
2577,1450000002577,Taco Bell ,,(608) 249-7312,0,"4120 E Washington Ave, Madison, WI",0,286
2847,1450000002847,Umami Ramen & Dumpling Bar ,3.7,(608) 819-6319,151,"923 Williamson St., Madison, WI",0,287
1379,1450000001379,Julep ,,1247,0,"827 E Washington Ave, Madison, WI",0,288
543,1450000000543,Chez Nanou ,3.2,(608) 283-4266,21,"805 Williamson St, Madison, WI",0,289
2463,1450000002463,Spur Tree Lounge ,2.9,(212) 477-9977,7,"74 Orchard Street, New York, NY",0,290
1252,1450000001252,Ian's Pizza ,4.0,(608) 257-9248,513,"100 State St, Madison, WI",0,291
123,1450000000123,Arby's ,2.8,(608) 274-6205,13,"601 S Gammon Rd, Madison, WI",0,292
589,1450000000589,Chop Stop ,,(424) 274-3500,0,"8717 Santa Monica Blvd, West Hollywood, CA",0,293
2969,1450000002969,Yang Chow ,3.8,(213) 625-0811,344,"819 N Broadway, Los Angeles, CA",0,294
1537,1450000001537,Leelin Bakery & Cafe ,3.3,(213) 382-2351,17,"209 S Vermont Ave, Los Angeles, CA",0,295
1737,1450000001737,Metro Diner ,4.1,(212) 866-0800,149,"2641 Broadway, New York, NY",0,296
200,1450000000200,Bahn Thai Restaurant ,3.8,(608) 256-0202,90,"944 Williamson St, Madison, WI",0,297
1281,1450000001281,Irish Pub ,2.9,(608) 256-6071,8,"317 State St Ste A, Madison, WI",0,298
1004,1450000001004,Fosdal Home Bakery ,4.6,(608) 873-3073,82,"243 E Main St, Stoughton, WI",0,299
1728,1450000001728,Men Oh ,2.6,(415) 386-8802,4,"5120 Geary Boulevard, San Francisco, CA",0,300
100,1450000000100,Angel Cafe & Deli ,3.1,(415) 931-3467,12,"700 Geary Street, San Francisco, CA",0,301
73,1450000000073,Alta CA ,2.9,(415) 590-2585,13,"1420 Market Street, San Francisco, CA",0,302
2621,1450000002621,Taqueria Los Comales ,2.9,(773) 276-0627,8,"2148 N. Milwaukee Avenue, Chicago, IL",0,303
1491,1450000001491,La Santaneca ,3.5,(415) 648-1034,61,"3781 Mission Street, San Francisco, CA",0,304
5369,1445980005370,The Vape Shop ,5.0,(323) 496-9288,316,"125 N Western Ave, Los Angeles, CA 90004",1,305
