#key=_id,,,,,,,,,
43986,1537,1473,Leelin Bakery & Cafe,(213) 382-2351,"209 S Vermont Ave, Los Angeles, CA",Dok Dok Chicken,(213) 351-9963,"401 S Vermont Ave, Los Angeles, CA 90020",0
44418,1558,2903,Liholiho Yacht Club,(415) 440-5446,"871 Sutter Street, San Francisco, CA",Liholiho Yacht Club,(415) 440-5446,"871 Sutter St, San Francisco, CA 94109",1
45417,1615,3019,Lula Cafe,(773) 489-9554,"2537 N. Kedzie Boulevard, Chicago, IL",Lula Cafe,(773) 489-9554,"2537 N Kedzie Blvd, Chicago, IL 60647",1
45824,1630,3056,Mad City Frites,(608) 204-6150,"320 State St, Madison, WI",Mad City Crabhouse,1445980000000,"122 State St, Madison, WI 53774",0
46463,1637,3089,Maharana,(608) 246-8525,"1707 Thierer Rd, Madison, WI",Maharaja Restaurant,(608) 246-8525,"1707 Thierer Rd, Madison, WI 53704",1
46584,1648,3104,MaMa Ji's,(415) 626-4416,"4415 18th Street, San Francisco, CA",MaMa Jis,(415) 212-8187,"4416 18th St, San Francisco, CA 94114",1
46857,1652,5368,Mamoun's Falafel,(212) 674-8685,"119 MacDougal Street, New York, NY",The Up & Up,(212) 260-3000,"116 MacDougal St, New York, NY 10012",0
46869,1656,2327,Manna Cafe & Bakery,(608) 663-5500,"611 N Sherman Ave, Madison, WI",IGo VeGo,(608) 658-7081,"1219 N Sherman Ave, Madison, WI 53704",0
46874,1656,3114,Manna Cafe & Bakery,(608) 663-5500,"611 N Sherman Ave, Madison, WI",Manna Cafe & Bakery,(608) 663-5500,"611 N Sherman Ave, Madison, WI 53704",1
46913,1657,5845,Manna Korean Restaurant,(415) 665-5969,"845 Irving Street, San Francisco, CA",Yummy Yummy,(415) 566-4722,"1015 Irving St, San Francisco, CA 94122",0
46923,1659,3319,Manos Nouveau,(415) 638-6109,"3115 22nd Street, San Francisco, CA",Minas Brazilian Restaurant & Cachaaria,(415) 626-8727,"41 Franklin Street, San Francisco, CA 94102",0
46995,1667,3132,Marigold Kitchen,(608) 661-5559,"118 S Pinckney St, Madison, WI",Marigold Kitchen,(608) 661-5559,"118 S Pinckney St, Madison, WI 53703",1
47661,1673,5839,Mariscos Jalisco,(323) 528-6701,"3040 E Olympic Blvd, Los Angeles, CA",Yu Chun Chic Naeng Myun,(213) 382-3815,"3185 W Olympic Blvd, Los Angeles, CA 90006",0
47922,1677,3151,Marlowe,(415) 777-1413,"500 Brannan Street, San Francisco, CA",Marlowe,(415) 777-1413,"500 Brannan St, San Francisco, CA 94107",1
47964,1678,5845,Marnee Thai,(415) 665-9500,"2225 Irving Street, San Francisco, CA",Yummy Yummy,(415) 566-4722,"1015 Irving St, San Francisco, CA 94122",0
47997,1679,3158,Marrakesh Restaurant,(608) 238-7111,"5510 University Ave, Madison, WI",Marrakesh,(608) 238-7111,"5510 University Ave, Madison, WI 53705",1
48319,1682,3723,Masa of Echo Park,(213) 989-1558,"1800 W Sunset Blvd, Los Angeles, CA",Ostrich Farm,(213) 537-0657,"1525 W Sunset Blvd, Los Angeles, CA 90026",0
48909,1693,1443,Mazza Luna,(415) 829-2730,"810 S Van Ness Street, San Francisco, CA",Dim Sum Club,(415) 529-2615,"2550 Van Ness Ave, San Francisco, CA 94109",0
49289,1717,3207,Mecca Supper Club,(773) 775-1077,"6666 N. Northwest Highway, Chicago, IL",Mecca Supper Club,(773) 775-1077,"6666 N Northwest Hwy, Chicago, IL 60631",1
49387,1719,3468,Mediterranean Cafe,(608) 251-8510,"625 State St, Madison, WI",Naf Naf Grill,(608) 256-0071,"555 State St, Madison, WI 53703",0
50015,1728,3519,Men Oh,(415) 386-8802,"5120 Geary Boulevard, San Francisco, CA",New World Market,(415) 751-8810,"5641 Geary Blvd, San Francisco, CA 94121",0
50675,1737,3247,Metro Diner,(212) 866-0800,"2641 Broadway, New York, NY",Met Photo,(212) 869-6960,"1500 Broadway, New York, NY 10036",0
50881,1746,4254,Mickey's Tavern,(608) 251-9964,"1524 Williamson St, Madison, WI",Ricks Olde Gold,(608) 257-7280,"1314 Williamson St Frnt, Madison, WI 53703",0
50964,1751,3301,Milan's Restaurant,(718) 788-7384,"710 5th Avenue, Brooklyn, NY",Milan Restaurant,(718) 788-7384,"710 5th Ave, Brooklyn, NY 11226",1
50967,1752,3304,Milio's Sandwiches,(608) 301-9999,"5534 Eastpark Blvd, Madison, WI",Milios Sandwiches,(608) 245-2700,"5534 Eastpark Blvd, Madison, WI 53718",1
51754,1784,227,Mom's Old Recipe,(773) 467-1009,"5760 N. Milwaukee Avenue, Chicago, IL",Angie M.'s review of Small Cheva,1445980000000,"1732 N Milwaukee Ave, Chicago, IL 60647",0
51777,1784,4056,Mom's Old Recipe,(773) 467-1009,"5760 N. Milwaukee Avenue, Chicago, IL",Pot Pan,(773) 862-6990,"1362 N Milwaukee Ave, Chicago, IL 60642",0
51830,1791,3401,Mooyah,(855) 666-9247,"6309 McKee Rd, Fitchburg, WI","MOOYAH Burgers, Fries & Shakes",(608) 270-1022,"6309 Mckee Rd, Fitchburg, WI 53719",1
52031,1806,3221,Mr. Pizza,(213) 625-0077,"350 E 1st St, Los Angeles, CA",Men Oh Tokushima Ramen,(213) 687-8485,"456 E 2nd St, Los Angeles, CA 90012",0
52183,1812,1187,Mullen's on Clark,(773) 325-2319,"3527 N. Clark Street, Chicago, IL",Clark St. Ale House,(877) 637-7133,"742 N Clark St, Chicago, IL 60654",0
52336,1820,3466,Nacional 27,(312) 664-2727,"325 W. Huron Street, Chicago, IL",Nacional 27,(312) 664-2727,"325 W Huron St, Chicago, IL 60654",1
52341,1822,4667,Nana,(312) 929-2486,"3267 S. Halsted Street, Chicago, IL",South Kawa,(773) 940-1238,"3417 S Halsted St, Chicago, IL 60608",0
52454,1832,1146,Natsumi Bar And Lounge,(212) 258-2988,"226 W 50th Street, New York, NY",Chris A.'s review of Arts and Crafts Beer Parlo,(646) 678-5263,"26 W 8th St, New York, NY 10011",0
52607,1833,2820,Nature's Bakery Cooperative,(608) 257-3649,"1019 Williamson St, Madison, WI",Lao Laan,(608) 280-0104,"1146 Williamson St, Madison, WI 53703",0
52608,1833,2821,Nature's Bakery Cooperative,(608) 257-3649,"1019 Williamson St, Madison, WI",Lao Laan,(608) 280-0104,"1146 Williamson St, Madison, WI 53703",0
52624,1833,4254,Nature's Bakery Cooperative,(608) 257-3649,"1019 Williamson St, Madison, WI",Ricks Olde Gold,(608) 257-7280,"1314 Williamson St Frnt, Madison, WI 53703",0
52740,1847,3507,New Fortune Dim Sum And Cafe,(415) 399-1511,"811 Stockton Street, San Francisco, CA",New Golden Daisy,(415) 392-0111,"1041 Stockton St, San Francisco, CA 94108",0
52811,1851,3696,New Orient House,(608) 250-8880,"626 S. Park St, Madison, WI",Oriental Wok,(608) 255-1288,"532 S Park St, Madison, WI 53715",0
52920,1859,3539,Nick's Pit Stop,(773) 342-9736,"2023 N. Damen Avenue, Chicago, IL",Nicks Pit Stop,(773) 342-9736,"2023 N Damen Ave, Chicago, IL 60647",1
53893,1872,3576,Noodles & Company,(608) 829-0202,"7050 Mineral Point Rd, Madison, WI",Noodles & Company,(608) 829-0202,"7050 Mineral Point Rd and Gammon Rd, Madison, WI 53717",1
53979,1877,4043,Nori,(773) 292-9992,"1393 N. Milwaukee Avenue, Chicago, IL",Pork & Mindys,(844) 573-6737,"1623 N Milwaukee Ave, Chicago, IL 60647",0
54001,1881,2248,North Beach Pizza,(415) 433-2444,"1462 Grant Avenue, San Francisco, CA",Hong Kong Clay Pot Restaurant,(415) 989-2638,"960 Grant Ave, San Francisco, CA 94108",0
54104,1889,4843,Novela,(415) 896-6500,"662 Mission Street, San Francisco, CA",Super Duper Burgers,(415) 882-1750,"783 Mission St, San Francisco, CA 94103",0
54731,1902,3614,Oakcrest Tavern,(608) 233-1243,"5371 Old Middleton Rd, Madison, WI",Oakcrest Tavern,(608) 233-1243,"5371 Old Middleton Rd, Madison, WI 53705",1
55214,1938,4567,Oriental Garden,(212) 619-0085,"14 Elizabeth Street, New York, NY",Siggys Good Food,(212) 226-5775,"292 Elizabeth St, New York, NY 10012",0
55780,1940,3695,Oriental Wok,(608) 255-1288,"532 S Park St, Madison, WI",Orient House,(608) 571-6512,"626 S Park St, Madison, WI 53715",0
55802,1941,3698,Original Pancake House,(608) 222-1137,"518 River Pl, Monona, WI",Original Pancake House,(608) 222-1137,"516 River Pl, Monona, WI 53716",1
55825,1942,2035,Original Pancake House,(608) 231-3666,"5518 University Ave, Madison, WI",Great Harvest Bread Company,(608) 284-9309,"3258 University Ave, Madison, WI 53705",0
55840,1942,3697,Original Pancake House,(608) 231-3666,"5518 University Ave, Madison, WI",Original Pancake House,(608) 231-3666,"5518 University Ave, Madison, WI 53705",1
56294,1949,2809,Otto's Tacos,(646) 678-4018,"141 2nd Avenue, New York, NY",Lan Larb,(212) 889-1769,"637 2nd Ave, New York, NY 10016",0
56497,1959,3930,Paciugo,(773) 248-8433,"3241 N. Broadway Street, Chicago, IL",Ping Pong,(773) 281-7575,"3322 N Broadway St, Chicago, IL 60657",0
56603,1966,3755,Pakwan,(415) 255-2440,"3182 16th Street, San Francisco, CA",Pakwan Restaurant,(415) 255-2440,"3180-82 16th St, San Francisco, CA 94103",1
56695,1969,1473,Palermo Ristorante Italiano,(323) 663-1178,"1858 N Vermont Ave, Los Angeles, CA",Dok Dok Chicken,(213) 351-9963,"401 S Vermont Ave, Los Angeles, CA 90020",0
56930,1972,129,Palmyra Mediterranean Grill,1245,"419 State St, Madison, WI",Alan Koa Salon & Spa,(608) 284-1956,"202 State St, Madison, WI 53703",0
56990,1972,3764,Palmyra Mediterranean Grill,1245,"419 State St, Madison, WI",Palmyra Mediterranean Grill,(608) 630-9191,"419 State St, Madison, WI 53703",1
56991,1972,3765,Palmyra Mediterranean Grill,1245,"419 State St, Madison, WI",Palmyra Mediterranean Grill,(608) 630-9191,"419 State St, Madison, WI 53703",1
57003,1972,4623,Palmyra Mediterranean Grill,1245,"419 State St, Madison, WI",Soga Shabu Shabu,(608) 819-6780,"508 State St, Madison, WI 53703",0
57029,1972,5731,Palmyra Mediterranean Grill,1245,"419 State St, Madison, WI",Which Wich,(608) 709-1094,"411 State St, Madison, WI 53703",0
57311,1975,4636,Pampas Grill,(323) 931-1928,"6333 W 3rd St, Los Angeles, CA",Son of a Gun,(323) 782-9033,"8370 W 3rd St, Los Angeles, CA 90048",1
57314,1975,4679,Pampas Grill,(323) 931-1928,"6333 W 3rd St, Los Angeles, CA",Spear Steak & Seafood House,(213) 688-3000,"800 W 6th St, Los Angeles, CA 90017",0
57322,1975,4825,Pampas Grill,(323) 931-1928,"6333 W 3rd St, Los Angeles, CA",Sun Nong Dan,(213) 365-0303,"3470 W 6th St, Los Angeles, CA 90020",0
57393,1975,5826,Pampas Grill,(323) 931-1928,"6333 W 3rd St, Los Angeles, CA",Yang San Bak,(213) 365-9689,"3601 W 6th St, Los Angeles, CA 90020",0
57414,1981,5015,Pancake Cafe,(608) 204-7040,"6220 Nesbitt Rd Ste B, Fitchburg, WI",Ten Pin Alley,(608) 845-1010,"6285 Nesbitt Rd, Fitchburg, WI 53719",0
57565,2015,1988,Paradise Lounge,(608) 256-2263,"119 W Main St, Madison, WI",Good Food,(608) 217-5227,"33 E Main St, Madison, WI 53703",0
57607,2015,5281,Paradise Lounge,(608) 256-2263,"119 W Main St, Madison, WI",The Paradise Lounge,(608) 256-2263,"119 W Main St, Madison, WI 53703",1
58555,2031,985,Parthenon Gyros Restaurant,(608) 251-6311,"316 State St, Madison, WI",Casa de Lara,(608) 251-7200,"341 State St, Madison, WI 53703",0
58603,2031,3468,Parthenon Gyros Restaurant,(608) 251-6311,"316 State St, Madison, WI",Naf Naf Grill,(608) 256-0071,"555 State St, Madison, WI 53703",0
58611,2031,3789,Parthenon Gyros Restaurant,(608) 251-6311,"316 State St, Madison, WI",Pantheon Bar,(608) 251-6311,"316 State St, Madison, WI 53703",1
58648,2031,5731,Parthenon Gyros Restaurant,(608) 251-6311,"316 State St, Madison, WI",Which Wich,(608) 709-1094,"411 State St, Madison, WI 53703",0
59096,2069,958,Pho Nam,(608) 836-7040,"610 Junction Rd Suite 109, Madison, WI",Capriottis Sandwich Shop,(608) 833-5551,"610 Junction Rd, Madison, WI 53717",0
59103,2069,3900,Pho Nam,(608) 836-7040,"610 Junction Rd Suite 109, Madison, WI",Pho Nam Noodle House,(608) 836-7040,"610 Junction Rd, Madison, WI 53717",1
59605,2094,4842,Pisco Latin Lounge,(415) 874-9951,"1817 Market Street, San Francisco, CA",Super Duper Burgers,(415) 558-8123,"2304 Market St, San Francisco, CA 94114",0
59668,2099,4449,Pizza Capri,(312) 280-5700,"1733 N. Halsted Street, Chicago, IL",Sapori Trattoria,(312) 967-9358,"2701 N Halsted St, Chicago, IL 60614",0
59758,2108,3958,Pizza Hut,(608) 467-0588,"520 S Park St, Madison, WI",Pizza Hut,(608) 442-4242,"520 S. Park St., Madison, WI 53715",1
60283,2123,3983,Pizza Pit Extreme,(608) 833-3344,"6628 Odana Rd, Madison, WI",Pizza Pit Extreme,(608) 271-3333,"6628 Odana Rd, Madison, WI 53719",1
60296,2123,5655,Pizza Pit Extreme,(608) 833-3344,"6628 Odana Rd, Madison, WI",VIP,(608) 831-5555,"6718-6722 Odana Rd, Madison, WI 53719",0
60319,2127,3987,Pizzarito,(310) 823-7333,"4371 Glencoe Ave B-7, Marina Del Rey, CA",Pizzarito New York Pizza By the Slice,(310) 823-7333,"4371 Glencoe Ave, Marina del Rey, CA 90292",1
60373,2134,5295,Plaza Tavern & Grill,(608) 255-6592,"319 N Henry St, Madison, WI",The Plaza Tavern,(608) 255-6592,"319 N Henry St, Madison, WI 53703",1
60511,2148,4033,Pomp & Circumstance,(312) 951-7667,"1400 N. Wells Street, Chicago, IL",Pomp & Circumstance,(312) 951-7667,"1400 Wells St, Chicago, IL 60610",1
60549,2156,4046,Porta Bella,(608) 256-3186,"425 N Frances St, Madison, WI",Porta Bella,(608) 256-3186,"425 N Frances St, Madison, WI 53703",1
60575,2157,4048,Porteno,(212) 695-9694,"299 Tenth Avenue, New York, NY",Porteno Restaurant,(212) 695-9694,"299 10th Ave, New York, NY 10001",1
60584,2158,4068,Prado,(323) 467-3871,"244 North Larchmont Boulevard, Los Angeles, CA",Prado Restaurant,(323) 467-3871,"244 N Larchmont Blvd, Los Angeles, CA 90004",1
60630,2167,1342,Prune,(212) 677-6221,"54 E 1st Street, New York, NY",Cup & Cup,(646) 398-9990,"15 E 31st St, New York, NY 10016",0
61063,2184,985,Qdoba Mexican Grill,(608) 280-8720,"548 State St, Madison, WI",Casa de Lara,(608) 251-7200,"341 State St, Madison, WI 53703",0
61186,2186,4367,Quaker Steak & Lube,(608) 831-5823,"2259 Deming Way, Middleton, WI",Ruths Chris Steak House,(608) 828-7884,"2137 Deming Way, Middleton, WI 53562",0
61234,2192,5845,Quickly,(415) 665-3090,"2116 Irving Street, San Francisco, CA",Yummy Yummy,(415) 566-4722,"1015 Irving St, San Francisco, CA 94122",0
61235,2193,3550,Quivey's Grove,(608) 273-4900,"6261 Nesbitt Rd, Fitchburg, WI",Nina O.'s review of Ten Pin Alle,(608) 845-1010,"6285 Nesbitt Rd, Fitchburg, WI 53719",0
61447,2204,1889,Ramen Hayatemaru,(310) 212-0055,"11678 W Olympic Blvd, Los Angeles, CA",Gam Ja Gol,(213) 381-6446,"3003 W Olympic Blvd, Los Angeles, CA 90006",0
61781,2204,5839,Ramen Hayatemaru,(310) 212-0055,"11678 W Olympic Blvd, Los Angeles, CA",Yu Chun Chic Naeng Myun,(213) 382-3815,"3185 W Olympic Blvd, Los Angeles, CA 90006",0
61790,2206,4172,Ramen Takeya,(312) 666-7710,"819 W. Fulton Market, Chicago, IL",Ramen Takeya,(312) 666-7710,"819 W Fulton Market, Chicago, IL 60607",1
63303,2253,3319,Rin's,(415) 821-4776,"4301 24th Street, San Francisco, CA",Minas Brazilian Restaurant & Cachaaria,(415) 626-8727,"41 Franklin Street, San Francisco, CA 94102",0
63328,2256,1593,Rio Grande,(608) 877-0160,"524 W Main St, Stoughton, WI",El Rio Grande,(608) 877-0160,"524 W Main St, Stoughton, WI 53589",1
63329,2256,1618,Rio Grande,(608) 877-0160,"524 W Main St, Stoughton, WI",Elsings 2nd Hand Shop,(608) 873-8997,"421 E Main St, Stoughton, WI 53589",0
63434,2258,3468,Rising Sons,(608) 661-4334,"617 State St, Madison, WI",Naf Naf Grill,(608) 256-0071,"555 State St, Madison, WI 53703",0
63604,2264,5535,Roam Artisan Burgers,(415) 440-7626,"1785 Union Street, San Francisco, CA",Umami Burger,(415) 440-8626,"2184 Union St, San Francisco, CA 94123",0
63613,2266,129,Roast Public House,(608) 260-0088,"529 State St, Madison, WI",Alan Koa Salon & Spa,(608) 284-1956,"202 State St, Madison, WI 53703",0
63619,2266,985,Roast Public House,(608) 260-0088,"529 State St, Madison, WI",Casa de Lara,(608) 251-7200,"341 State St, Madison, WI 53703",0
64179,2273,3684,Roka Akor,(312) 477-7652,"456 N. Clark Street, Chicago, IL",Ora,(773) 506-2978,"5143 N Clark St, Chicago, IL 60640",0
64222,2275,1036,Rolling Pin Bake Shop,(608) 270-9611,"2935 S Fish Hatchery Rd, Fitchburg, WI",Chang Jiang,(608) 288-1888,"2935 S Fish Hatchery Rd, Fitchburg, WI 53711",0
64244,2281,1026,Rosamunde Sausage Grill,(415) 437-6851,"545 Haight Street, San Francisco, CA",Cha Cha Cha,(415) 386-7670,"1801 Haight St, San Francisco, CA 94117",0
64481,2288,89,Rosie's Main Tap Incorporated,(608) 835-3330,"121 S Main St, Oregon, WI",Aces Main Tap,(608) 835-3330,"121 S Main St, Oregon, WI 53575",1
64491,2288,3322,Rosie's Main Tap Incorporated,(608) 835-3330,"121 S Main St, Oregon, WI",Ming Moon,(608) 835-2163,"787 N Main St, Oregon, WI 53575",0
64600,2296,4346,RP Adler's Pub & Grill,(608) 828-1250,"8202 Watts Rd, Madison, WI",RP Adlers,(608) 828-1250,"8202 Watts Rd, Madison, WI 53719",1
64612,2299,4349,Ruay Thai Restaurant,(212) 545-7829,"625 Second Avenue, New York, NY, NY",Ruay Thai,(212) 545-7829,"625 2nd Ave, New York, NY 10016",1
64812,2305,4132,Ruth's Chris Steak House,(608) 828-7884,"2137 Deming Way, Middleton, WI",Quaker Steak & Lube,(608) 831-5823,"2259 Deming Way, Middleton, WI 53562",0
64815,2305,5732,Ruth's Chris Steak House,(608) 828-7884,"2137 Deming Way, Middleton, WI",Which Wich,(608) 836-9424,"2177 Deming Way, Middleton, WI 53562",0
64822,2307,613,Sa Bai Thong,(608) 238-3100,"2840 University Ave, Madison, WI",BJs Kolaches,(715) 340-6267,"975 University Ave, Madison, WI 53706",0
65271,2318,4390,Saigon Sandwich,(415) 474-5698,"560 Larkin Street, San Francisco, CA",Saigon Sandwich,(415) 474-5698,"560 Larkin St, San Francisco, CA 94102",1
65710,2333,423,Samba Grill Cafe,(213) 749-0260,"735 E 12th St, Los Angeles, CA",BAR Ama,(213) 687-8002,"118 W 4th St, Los Angeles, CA 90013",0
65891,2333,4825,Samba Grill Cafe,(213) 749-0260,"735 E 12th St, Los Angeles, CA",Sun Nong Dan,(213) 365-0303,"3470 W 6th St, Los Angeles, CA 90020",0
65945,2333,5826,Samba Grill Cafe,(213) 749-0260,"735 E 12th St, Los Angeles, CA",Yang San Bak,(213) 365-9689,"3601 W 6th St, Los Angeles, CA 90020",0
66082,2348,4254,Sardine,(608) 441-1600,"617 Williamson St, Madison, WI",Ricks Olde Gold,(608) 257-7280,"1314 Williamson St Frnt, Madison, WI 53703",0
66086,2348,4407,Sardine,(608) 441-1600,"617 Williamson St, Madison, WI",Sali C.'s review of Lao Laan,(608) 280-0104,"1146 Williamson St, Madison, WI 53703",0
